76,t,2025-03-18 00:00:00-06,2025-03-18 00:00:00-06,1,1000214,950026,126,HUEVO (CARTERA),t,2953.139,1,1,1,0.0000,0.0000,0.0000,f,1,36.80,39.60,f,50131612,0.000,0.000,0.000,f,37.50,KGM,f
77,t,2025-03-21 00:00:00-06,2025-03-21 00:00:00-06,1,3000119,,,IMPORTE POR CUBETA,f,-601.000,1,1,1,0.0000,0.0000,0.0000,f,1,25.00,25.00,f,1010101,0.000,0.000,0.000,f,25.00,H87,t
78,t,2025-03-20 00:00:00-06,2025-03-20 00:00:00-06,1,1000107,950003,103,JAMON ESPALDILLA MEXICANO LOYVAL,t,-1535.065,1,1,1,0.0000,0.0000,0.0000,f,1,57.60,62.00,f,50112000,0.000,0.000,0.000,f,57.60,KGM,f
79,t,2022-07-11 00:00:00-05,2022-07-11 00:00:00-05,1,1000108,,,JAMON HORNEADO REBANADO 1 KG,f,-6576.157,1,1,1,0.0000,0.0000,0.0000,f,1,80.10,95.00,f,50112000,0.000,0.000,0.000,f,80.10,KGM,f
80,t,2025-03-21 00:00:00-06,2025-03-21 00:00:00-06,1,1000109,,,JAMON PIERNA YORK EXTRAFINO 1KG,f,2074.010,1,1,1,0.0000,0.0000,0.0000,f,1,84.00,97.00,f,50112000,0.000,0.000,0.000,f,84.00,KGM,f
82,t,2025-01-27 00:00:00-06,2025-03-14 00:00:00-06,1,7501058611062,,,LECHE CARNATION CLAVEL NESTLE 360 ML PZA,f,-6564.000,1,1,1,0.0000,0.0000,0.0000,f,1,17.50,20.00,f,50131700,0.000,0.000,0.000,f,17.00,H87,t
83,t,2021-10-22 00:00:00-05,2021-10-22 00:00:00-05,1,2000117,,,LECHERA AGRANEL,f,-6053.100,1,1,1,0.0000,0.0000,0.0000,f,1,1330.00,54.00,f,50131700,0.000,0.000,0.000,f,38.25,KGM,f
84,t,2025-02-10 00:00:00-06,2025-03-14 00:00:00-06,1,7501058617873,,,LECHERA LATA NESTLE 375 GR  PIEZA,f,-21.000,1,1,1,0.0000,0.0000,0.0000,f,1,23.25,27.00,f,50131700,0.000,0.000,0.000,f,22.00,H87,t
85,t,2025-03-21 00:00:00-06,2025-03-21 00:00:00-06,1,1000110,950004,104,LONGANIZA,t,-4502.665,1,1,1,0.0000,0.0000,0.0000,f,1,62.50,77.00,f,50112000,0.000,0.000,0.000,f,62.50,KGM,f
86,t,2025-03-20 00:00:00-06,2025-03-20 00:00:00-06,1,7503006910050,,,LT CHILES RAJAS CAREY 2.8KG PZA,f,-1067.000,1,1,1,0.0000,0.0000,0.0000,f,1,90.06,104.00,f,50171904,0.000,0.000,0.000,f,90.06,H87,t
87,t,2025-03-20 00:00:00-06,2025-03-20 00:00:00-06,1,7503006910135,,,LT CHILES RODAJAS CAREY 2.8KG PZA,f,-985.000,1,1,1,0.0000,0.0000,0.0000,f,1,88.20,102.00,f,50171904,0.000,0.000,0.000,f,88.20,H87,t
89,t,2025-02-28 00:00:00-06,2025-02-28 00:00:00-06,1,75011040051,,,MANTEQUILLA EUGENIA DE PRIMERA AZUL 5KG,f,-137.000,1,1,1,0.0000,0.0000,0.0000,f,1,690.01,868.00,f,50131700,0.000,0.000,0.000,f,690.05,H87,f
90,t,2025-03-21 00:00:00-06,2025-03-21 00:00:00-06,1,7501077507377,,,MANTEQUILLA EUGENIA TRADICIONAL ROJA 5KG,f,4232.000,1,1,1,0.0000,0.0000,0.0000,f,1,643.64,661.00,f,50131700,0.000,0.000,0.000,f,589.99,H87,f
91,t,2025-03-28 00:00:00-06,2025-03-28 00:00:00-06,1,7501111022026,7501111022026,,MANTEQUILLA TRADICIONAL 1 KG PZA,f,473.000,1,1,1,0.0000,0.0000,0.0000,f,1,124.00,144.00,f,50131700,0.000,0.000,0.000,f,124.00,H87,t
92,t,2025-03-28 00:00:00-06,2025-03-28 00:00:00-06,1,7501111033039,,,MARGARINA DELICIA 1KG,f,4523.000,1,1,1,0.0000,0.0000,0.0000,f,1,52.00,60.00,f,50131700,0.000,0.000,0.000,f,48.00,H87,f
